id,unitType,chassis,model,name,fileName,relativePath,tonnage,weightClass,bv,costCBills,techBase,rulesLevel,year,era,role
meks-meks-prototypes-mad-cat-mk-ii-enhanced,meks,Mad Cat Mk II,Enhanced,Mad Cat Mk II,Mad Cat Mk II Enhanced.mtf,meks/ProtoTypes/Mad Cat Mk II Enhanced.mtf,90,Assault,,,Clan,Advanced,3083,Republic,Sniper
meks-meks-3067-mad-cat-mk-ii,meks,Mad Cat Mk II,II,Mad Cat Mk II,Mad Cat Mk II.mtf,meks/3067/Mad Cat Mk II.mtf,90,Assault,,,Clan,Standard,3062,Civil War,Brawler
meks-meks-3145-merc-mad-cat-mk-iv-prime,meks,Mad Cat Mk IV,(Prime),Mad Cat Mk IV,Mad Cat Mk IV (Prime).mtf,meks/3145/Merc/Mad Cat Mk IV (Prime).mtf,75,Heavy,,,Clan,Advanced,3136,Dark Age,Skirmisher
meks-meks-3145-merc-mad-cat-mk-iv-a,meks,Mad Cat Mk IV,A,Mad Cat Mk IV,Mad Cat Mk IV A.mtf,meks/3145/Merc/Mad Cat Mk IV A.mtf,75,Heavy,,,Clan,Advanced,3136,Dark Age,Skirmisher
meks-meks-3145-merc-mad-cat-mk-iv-b,meks,Mad Cat Mk IV,B,Mad Cat Mk IV,Mad Cat Mk IV B.mtf,meks/3145/Merc/Mad Cat Mk IV B.mtf,75,Heavy,,,Clan,Advanced,3136,Dark Age,Skirmisher
meks-meks-3145-merc-mad-cat-mk-iv-c,meks,Mad Cat Mk IV,C,Mad Cat Mk IV,Mad Cat Mk IV C.mtf,meks/3145/Merc/Mad Cat Mk IV C.mtf,75,Heavy,,,Clan,Advanced,3136,Dark Age,Missile Boat
meks-meks-3145-merc-mad-cat-mk-iv-pr-2,meks,Mad Cat Mk IV PR,2,Mad Cat Mk IV PR,Mad Cat Mk IV PR 2.mtf,meks/3145/Merc/Mad Cat Mk IV PR 2.mtf,75,Heavy,,,Clan,Advanced,3131,Dark Age,Skirmisher
meks-meks-3145-merc-mad-cat-mk-iv-pr,meks,Mad Cat Mk IV PR,PR,Mad Cat Mk IV PR,Mad Cat Mk IV PR.mtf,meks/3145/Merc/Mad Cat Mk IV PR.mtf,75,Heavy,,,Clan,Advanced,3130,Republic,
meks-meks-xtrs-risc-mad-cat-mk-iv-pr-risc,meks,Mad Cat Mk IV PR,RISC,Mad Cat Mk IV PR,Mad Cat Mk IV PR RISC.mtf,meks/XTRs/RISC/Mad Cat Mk IV PR RISC.mtf,75,Heavy,,,Clan,Experimental,3134,Dark Age,Brawler
meks-meks-rec-guides-ilclan-vol-5-mad-cat-timber-wolf-n,meks,Mad Cat,N,Mad Cat,Mad Cat (Timber Wolf) N.mtf,meks/Rec Guides ilClan/Vol 5/Mad Cat (Timber Wolf) N.mtf,75,Heavy,,,Clan,Standard,3050,Clan Invasion,Brawler
meks-meks-3050u-mad-cat-timber-wolf-prime,meks,Mad Cat,Prime,Mad Cat,Mad Cat (Timber Wolf) Prime.mtf,meks/3050U/Mad Cat (Timber Wolf) Prime.mtf,75,Heavy,,,Clan,Standard,2945,Succession Wars,Brawler
meks-meks-3050u-mad-cat-timber-wolf-s,meks,Mad Cat,S,Mad Cat,Mad Cat (Timber Wolf) S.mtf,meks/3050U/Mad Cat (Timber Wolf) S.mtf,75,Heavy,,,Clan,Standard,3050,Clan Invasion,Skirmisher
meks-meks-rec-guides-ilclan-vol-5-mad-cat-timber-wolf-t,meks,Mad Cat,T,Mad Cat,Mad Cat (Timber Wolf) T.mtf,meks/Rec Guides ilClan/Vol 5/Mad Cat (Timber Wolf) T.mtf,75,Heavy,,,Clan,Experimental,3142,Dark Age,Missile Boat
meks-meks-tukayyid-mad-cat-timber-wolf-tc,meks,Mad Cat,TC,Mad Cat,Mad Cat (Timber Wolf) TC.mtf,meks/Tukayyid/Mad Cat (Timber Wolf) TC.mtf,75,Heavy,,,Clan,Standard,3052,Clan Invasion,Skirmisher
meks-meks-3085u-onn-mad-cat-timber-wolf-u,meks,Mad Cat,U,Mad Cat,Mad Cat (Timber Wolf) U.mtf,meks/3085u/ONN/Mad Cat (Timber Wolf) U.mtf,75,Heavy,,,Clan,Experimental,3077,Jihad,Sniper
meks-meks-rec-guides-ilclan-vol-5-mad-cat-timber-wolf-w,meks,Mad Cat,W,Mad Cat,Mad Cat (Timber Wolf) W.mtf,meks/Rec Guides ilClan/Vol 5/Mad Cat (Timber Wolf) W.mtf,75,Heavy,,,Clan,Experimental,3100,Republic,Juggernaut
meks-meks-wor-supplemental-mad-cat-timber-wolf-z,meks,Mad Cat,Z,Mad Cat,Mad Cat (Timber Wolf) Z.mtf,meks/WoR Supplemental/Mad Cat (Timber Wolf) Z.mtf,75,Heavy,,,Clan,Experimental,3072,Jihad,Skirmisher
meks-meks-3058uu-maelstrom-mtr-5k,meks,Maelstrom,MTR-5K,Maelstrom,Maelstrom MTR-5K.mtf,meks/3058Uu/Maelstrom MTR-5K.mtf,75,Heavy,,,Inner Sphere,Standard,3056,Clan Invasion,Skirmisher
meks-meks-3058uu-maelstrom-mtr-6e,meks,Maelstrom,MTR-6E,Maelstrom,Maelstrom MTR-6E.mtf,meks/3058Uu/Maelstrom MTR-6E.mtf,75,Heavy,,,Inner Sphere,Standard,3062,Civil War,Skirmisher
meks-meks-3058uu-maelstrom-mtr-6k,meks,Maelstrom,MTR-6K,Maelstrom,Maelstrom MTR-6K.mtf,meks/3058Uu/Maelstrom MTR-6K.mtf,75,Heavy,,,Inner Sphere,Standard,3062,Civil War,Skirmisher
meks-meks-3145-ntnu-rs-maelstrom-mtr-7k,meks,Maelstrom,MTR-7K,Maelstrom,Maelstrom MTR-7K.mtf,meks/3145/NTNU RS/Maelstrom MTR-7K.mtf,75,Heavy,,,Mixed,Advanced,3112,Republic,Skirmisher
meks-meks-wolf-and-blake-malak-c-mk-o-mi,meks,Malak,C-MK-O (Mi),Malak,Malak C-MK-O Mi.mtf,meks/Wolf and Blake/Malak C-MK-O Mi.mtf,30,Light,,,Inner Sphere,Experimental,3071,Jihad,Striker
meks-meks-3075-malak-c-mk-o-invictus,meks,Malak,C-MK-O Invictus,Malak,Malak C-MK-O Invictus.mtf,meks/3075/Malak C-MK-O Invictus.mtf,30,Light,,,Inner Sphere,Standard,3069,Jihad,Striker
meks-meks-3075-malak-c-mk-oa-dominus,meks,Malak,C-MK-OA Dominus,Malak,Malak C-MK-OA Dominus.mtf,meks/3075/Malak C-MK-OA Dominus.mtf,30,Light,,,Inner Sphere,Standard,3069,Jihad,Striker
meks-meks-3075-malak-c-mk-ob-infernus,meks,Malak,C-MK-OB Infernus,Malak,Malak C-MK-OB Infernus.mtf,meks/3075/Malak C-MK-OB Infernus.mtf,30,Light,,,Inner Sphere,Standard,3069,Jihad,Striker
meks-meks-3075-malak-c-mk-oc-comminus,meks,Malak,C-MK-OC Comminus,Malak,Malak C-MK-OC Comminus.mtf,meks/3075/Malak C-MK-OC Comminus.mtf,30,Light,,,Inner Sphere,Standard,3069,Jihad,Striker
meks-meks-3075-malak-c-mk-od-luminos,meks,Malak,C-MK-OD Luminos,Malak,Malak C-MK-OD Luminos.mtf,meks/3075/Malak C-MK-OD Luminos.mtf,30,Light,,,Inner Sphere,Standard,3069,Jihad,Striker
meks-meks-3075-malak-c-mk-oe-eminus,meks,Malak,C-MK-OE Eminus,Malak,Malak C-MK-OE Eminus.mtf,meks/3075/Malak C-MK-OE Eminus.mtf,30,Light,,,Inner Sphere,Advanced,3072,Jihad,Missile Boat
meks-meks-jihad-secrets-malak-c-mk-os-caelestis,meks,Malak,C-MK-OS Caelestis,Malak,Malak C-MK-OS Caelestis.mtf,meks/Jihad Secrets/Malak C-MK-OS Caelestis.mtf,30,Light,,,Inner Sphere,Experimental,3075,Jihad,Striker
meks-meks-3145-republic-malice-mal-xp,meks,Malice,MAL-XP,Malice,Malice MAL-XP.mtf,meks/3145/Republic/Malice MAL-XP.mtf,100,Assault,,,Mixed,Advanced,3139,Dark Age,Juggernaut
meks-meks-3145-republic-malice-mal-xt,meks,Malice,MAL-XT,Malice,Malice MAL-XT.mtf,meks/3145/Republic/Malice MAL-XT.mtf,100,Assault,,,Inner Sphere,Standard,3134,Dark Age,Juggernaut
meks-meks-3145-republic-malice-mal-xv,meks,Malice,MAL-XV,Malice,Malice MAL-XV.mtf,meks/3145/Republic/Malice MAL-XV.mtf,100,Assault,,,Mixed,Advanced,3140,Dark Age,Juggernaut
meks-meks-xtrs-risc-malice-mal-y-sh-risc,meks,Malice,MAL-Y-SH-RISC,Malice,Malice MAL-Y-SH-RISC.mtf,meks/XTRs/RISC/Malice MAL-Y-SH-RISC.mtf,105,Assault,,,Mixed,Experimental,3150,Dark Age,Sniper
meks-meks-3145-republic-malice-mal-yz,meks,Malice,MAL-YZ,Malice,Malice MAL-YZ.mtf,meks/3145/Republic/Malice MAL-YZ.mtf,100,Assault,,,Clan,Advanced,3142,Dark Age,Sniper
meks-meks-turning-points-otp-red-corsair-man-o-war-gargoyle-conal,meks,Man O' War,(Conal),Man O' War,Man O' War (Gargoyle) (Conal).mtf,meks/Turning Points/OTP Red Corsair/Man O' War (Gargoyle) (Conal).mtf,80,Assault,,,Clan,Standard,3055,Clan Invasion,Skirmisher
meks-meks-3050u-man-o-war-gargoyle-a,meks,Man O' War,A,Man O' War,Man O' War (Gargoyle) A.mtf,meks/3050U/Man O' War (Gargoyle) A.mtf,80,Assault,,,Clan,Standard,2945,Succession Wars,Skirmisher
meks-meks-3050u-man-o-war-gargoyle-b,meks,Man O' War,B,Man O' War,Man O' War (Gargoyle) B.mtf,meks/3050U/Man O' War (Gargoyle) B.mtf,80,Assault,,,Clan,Standard,2945,Succession Wars,Sniper
meks-meks-3050u-man-o-war-gargoyle-c,meks,Man O' War,C,Man O' War,Man O' War (Gargoyle) C.mtf,meks/3050U/Man O' War (Gargoyle) C.mtf,80,Assault,,,Clan,Standard,2945,Succession Wars,Skirmisher
meks-meks-3050u-man-o-war-gargoyle-d,meks,Man O' War,D,Man O' War,Man O' War (Gargoyle) D.mtf,meks/3050U/Man O' War (Gargoyle) D.mtf,80,Assault,,,Clan,Standard,2945,Succession Wars,Skirmisher
meks-meks-3050u-man-o-war-gargoyle-e,meks,Man O' War,E,Man O' War,Man O' War (Gargoyle) E.mtf,meks/3050U/Man O' War (Gargoyle) E.mtf,80,Assault,,,Clan,Standard,3060,Clan Invasion,Skirmisher
meks-meks-rec-guides-ilclan-vol-11-man-o-war-gargoyle-f,meks,Man O' War,F,Man O' War,Man O' War (Gargoyle) F.mtf,meks/Rec Guides ilClan/Vol 11/Man O' War (Gargoyle) F.mtf,80,Assault,,,Clan,Standard,3127,Republic,Brawler
meks-meks-3050u-man-o-war-gargoyle-g,meks,Man O' War,G,Man O' War,Man O' War (Gargoyle) G.mtf,meks/3050U/Man O' War (Gargoyle) G.mtf,80,Assault,,,Clan,Standard,3069,Jihad,Skirmisher
meks-meks-3050u-man-o-war-gargoyle-h,meks,Man O' War,H,Man O' War,Man O' War (Gargoyle) H.mtf,meks/3050U/Man O' War (Gargoyle) H.mtf,80,Assault,,,Clan,Standard,3059,Clan Invasion,Skirmisher
meks-meks-rec-guides-ilclan-vol-11-man-o-war-gargoyle-i,meks,Man O' War,I,Man O' War,Man O' War (Gargoyle) I.mtf,meks/Rec Guides ilClan/Vol 11/Man O' War (Gargoyle) I.mtf,80,Assault,,,Clan,Standard,3113,Republic,Sniper
meks-meks-rec-guides-ilclan-vol-11-man-o-war-gargoyle-j,meks,Man O' War,J,Man O' War,Man O' War (Gargoyle) J.mtf,meks/Rec Guides ilClan/Vol 11/Man O' War (Gargoyle) J.mtf,80,Assault,,,Clan,Standard,3133,Dark Age,Skirmisher
meks-meks-rec-guides-ilclan-vol-11-man-o-war-gargoyle-k,meks,Man O' War,K,Man O' War,Man O' War (Gargoyle) K.mtf,meks/Rec Guides ilClan/Vol 11/Man O' War (Gargoyle) K.mtf,80,Assault,,,Clan,Standard,3140,Dark Age,Skirmisher
meks-meks-3050u-man-o-war-gargoyle-m,meks,Man O' War,M,Man O' War,Man O' War (Gargoyle) M.mtf,meks/3050U/Man O' War (Gargoyle) M.mtf,80,Assault,,,Clan,Standard,3068,Jihad,Sniper
meks-meks-rec-guides-ilclan-vol-11-man-o-war-gargoyle-p,meks,Man O' War,P,Man O' War,Man O' War (Gargoyle) P.mtf,meks/Rec Guides ilClan/Vol 11/Man O' War (Gargoyle) P.mtf,80,Assault,,,Clan,Standard,3093,Republic,Skirmisher
meks-meks-3050u-man-o-war-gargoyle-prime,meks,Man O' War,Prime,Man O' War,Man O' War (Gargoyle) Prime.mtf,meks/3050U/Man O' War (Gargoyle) Prime.mtf,80,Assault,,,Clan,Standard,2945,Succession Wars,Skirmisher
meks-meks-rec-guides-ilclan-vol-11-man-o-war-gargoyle-t,meks,Man O' War,T,Man O' War,Man O' War (Gargoyle) T.mtf,meks/Rec Guides ilClan/Vol 11/Man O' War (Gargoyle) T.mtf,80,Assault,,,Clan,Standard,3142,Dark Age,Skirmisher
meks-meks-3145-ntnu-rs-man-o-war-gargoyle-x,meks,Man O' War,X,Man O' War,Man O' War (Gargoyle) X.mtf,meks/3145/NTNU RS/Man O' War (Gargoyle) X.mtf,80,Assault,,,Clan,Advanced,3128,Republic,Skirmisher
meks-meks-3085u-cutting-edge-mangonel-mnl-3l,meks,Mangonel,MNL-3L,Mangonel,Mangonel MNL-3L.mtf,meks/3085u/Cutting Edge/Mangonel MNL-3L.mtf,70,Heavy,,,Inner Sphere,Standard,3079,Jihad,Skirmisher
meks-meks-3085u-cutting-edge-mangonel-mnl-3w,meks,Mangonel,MNL-3W,Mangonel,Mangonel MNL-3W.mtf,meks/3085u/Cutting Edge/Mangonel MNL-3W.mtf,70,Heavy,,,Clan,Standard,3082,Republic,Skirmisher
meks-meks-3145-ntnu-rs-mangonel-mnl-4s,meks,Mangonel,MNL-4S,Mangonel,Mangonel MNL-4S.mtf,meks/3145/NTNU RS/Mangonel MNL-4S.mtf,70,Heavy,,,Mixed,Advanced,3088,Republic,Brawler
meks-meks-3055u-mantis-mts-l,meks,Mantis,MTS-L,Mantis,Mantis MTS-L.mtf,meks/3055U/Mantis MTS-L.mtf,30,Light,,,Inner Sphere,Experimental,3064,Civil War,Striker
meks-meks-3055u-mantis-mts-s,meks,Mantis,MTS-S,Mantis,Mantis MTS-S.mtf,meks/3055U/Mantis MTS-S.mtf,30,Light,,,Inner Sphere,Advanced,3061,Clan Invasion,Striker
meks-meks-3055u-mantis-mts-t,meks,Mantis,MTS-T,Mantis,Mantis MTS-T.mtf,meks/3055U/Mantis MTS-T.mtf,30,Light,,,Inner Sphere,Advanced,3063,Civil War,Striker
meks-meks-3055u-mantis-mts-t2,meks,Mantis,MTS-T2,Mantis,Mantis MTS-T2.mtf,meks/3055U/Mantis MTS-T2.mtf,30,Light,,,Inner Sphere,Experimental,3063,Civil War,Striker
meks-meks-3055u-mantis-mts-t3,meks,Mantis,MTS-T3,Mantis,Mantis MTS-T3.mtf,meks/3055U/Mantis MTS-T3.mtf,30,Light,,,Inner Sphere,Experimental,3063,Civil War,Striker
meks-meks-3055u-mantis-sa-mn,meks,Mantis,SA-MN,Mantis,Mantis SA-MN.mtf,meks/3055U/Mantis SA-MN.mtf,30,Light,,,Inner Sphere,Advanced,3052,Clan Invasion,Scout
meks-meks-rec-guides-ilclan-vol-6-marauder-bounty-hunter-3015,meks,Marauder,(Bounty Hunter-3015),Marauder,Marauder Bounty Hunter 3015.mtf,meks/Rec Guides ilClan/Vol 6/Marauder Bounty Hunter 3015.mtf,75,Heavy,,,Inner Sphere,Experimental,3015,Succession Wars,Juggernaut
meks-meks-rec-guides-ilclan-vol-6-marauder-bounty-hunter-3044,meks,Marauder,(Bounty Hunter-3044),Marauder,Marauder Bounty Hunter 3044.mtf,meks/Rec Guides ilClan/Vol 6/Marauder Bounty Hunter 3044.mtf,75,Heavy,,,Inner Sphere,Experimental,3044,Succession Wars,Sniper
meks-meks-rec-guides-ilclan-vol-6-marauder-bounty-hunter-3138,meks,Marauder,(Bounty Hunter-3138),Marauder,Marauder Bounty Hunter 3138.mtf,meks/Rec Guides ilClan/Vol 6/Marauder Bounty Hunter 3138.mtf,75,Heavy,,,Mixed,Standard,3138,Dark Age,Sniper
meks-meks-rec-guides-ilclan-vol-6-marauder-red-hunter,meks,Marauder,(Red Hunter-3146),Marauder,Marauder Red Hunter.mtf,meks/Rec Guides ilClan/Vol 6/Marauder Red Hunter.mtf,75,Heavy,,,Mixed,Advanced,3146,Dark Age,
meks-meks-rec-guides-ilclan-vol-6-marauder-c,meks,Marauder,C,Marauder,Marauder C.mtf,meks/Rec Guides ilClan/Vol 6/Marauder C.mtf,75,Heavy,,,Clan,Experimental,2827,Succession Wars,Sniper
meks-meks-3085u-phoenix-marauder-ii-bounty-hunter,meks,Marauder II,(Bounty Hunter),Marauder II,Marauder II Bounty Hunter.mtf,meks/3085u/Phoenix/Marauder II Bounty Hunter.mtf,100,Assault,,,Clan,Standard,3064,Civil War,Sniper
meks-meks-3085u-phoenix-marauder-ii-c,meks,Marauder II,C,Marauder II,Marauder II C.mtf,meks/3085u/Phoenix/Marauder II C.mtf,100,Assault,,,Clan,Standard,3066,Civil War,Skirmisher
meks-meks-rec-guides-ilclan-vol-5-marauder-ii-mad-10d,meks,Marauder II,MAD-10D,Marauder II,Marauder II MAD-10D.mtf,meks/Rec Guides ilClan/Vol 5/Marauder II MAD-10D.mtf,100,Assault,,,Mixed,Advanced,3141,Dark Age,Skirmisher
meks-meks-3039u-marauder-ii-mad-4a,meks,Marauder II,MAD-4A,Marauder II,Marauder II MAD-4A.mtf,meks/3039u/Marauder II MAD-4A.mtf,100,Assault,,,Inner Sphere,Introductory,3012,Succession Wars,Juggernaut
meks-meks-3085u-phoenix-marauder-ii-mad-4h,meks,Marauder II,MAD-4H,Marauder II,Marauder II MAD-4H.mtf,meks/3085u/Phoenix/Marauder II MAD-4H.mtf,100,Assault,,,Inner Sphere,Standard,3067,Civil War,Sniper
meks-meks-3085u-phoenix-marauder-ii-mad-4k,meks,Marauder II,MAD-4K,Marauder II,Marauder II MAD-4K.mtf,meks/3085u/Phoenix/Marauder II MAD-4K.mtf,100,Assault,,,Inner Sphere,Standard,3070,Jihad,Sniper
meks-meks-3145-ntnu-rs-marauder-ii-mad-4l,meks,Marauder II,MAD-4L,Marauder II,Marauder II MAD-4L.mtf,meks/3145/NTNU RS/Marauder II MAD-4L.mtf,100,Assault,,,Inner Sphere,Standard,3084,Republic,Sniper
meks-meks-3085u-phoenix-marauder-ii-mad-4s,meks,Marauder II,MAD-4S,Marauder II,Marauder II MAD-4S.mtf,meks/3085u/Phoenix/Marauder II MAD-4S.mtf,100,Assault,,,Inner Sphere,Standard,3064,Civil War,Juggernaut
meks-meks-rec-guides-ilclan-vol-5-marauder-ii-mad-5a,meks,Marauder II,MAD-5A,Marauder II,Marauder II MAD-5A.mtf,meks/Rec Guides ilClan/Vol 5/Marauder II MAD-5A.mtf,100,Assault,,,Inner Sphere,Standard,3049,Succession Wars,Sniper
meks-meks-rec-guides-ilclan-vol-5-marauder-ii-mad-5b,meks,Marauder II,MAD-5B,Marauder II,Marauder II MAD-5B.mtf,meks/Rec Guides ilClan/Vol 5/Marauder II MAD-5B.mtf,100,Assault,,,Inner Sphere,Standard,3050,Clan Invasion,Sniper
meks-meks-rec-guides-ilclan-vol-5-marauder-ii-mad-5c,meks,Marauder II,MAD-5C,Marauder II,Marauder II MAD-5C.mtf,meks/Rec Guides ilClan/Vol 5/Marauder II MAD-5C.mtf,100,Assault,,,Inner Sphere,Standard,3052,Clan Invasion,Sniper
meks-meks-3085u-phoenix-marauder-ii-mad-5w,meks,Marauder II,MAD-5W,Marauder II,Marauder II MAD-5W.mtf,meks/3085u/Phoenix/Marauder II MAD-5W.mtf,100,Assault,,,Inner Sphere,Standard,3070,Jihad,Sniper
meks-meks-rec-guides-ilclan-vol-5-marauder-ii-mad-6a,meks,Marauder II,MAD-6A,Marauder II,Marauder II MAD-6A.mtf,meks/Rec Guides ilClan/Vol 5/Marauder II MAD-6A.mtf,100,Assault,,,Inner Sphere,Experimental,3134,Dark Age,Sniper
meks-meks-rec-guides-ilclan-vol-5-marauder-ii-mad-6c,meks,Marauder II,MAD-6C,Marauder II,Marauder II MAD-6C.mtf,meks/Rec Guides ilClan/Vol 5/Marauder II MAD-6C.mtf,100,Assault,,,Inner Sphere,Advanced,3134,Dark Age,Sniper
meks-meks-3085u-phoenix-marauder-ii-mad-6d,meks,Marauder II,MAD-6D,Marauder II,Marauder II MAD-6D.mtf,meks/3085u/Phoenix/Marauder II MAD-6D.mtf,100,Assault,,,Inner Sphere,Standard,3083,Republic,Skirmisher
meks-meks-3085u-phoenix-marauder-ii-mad-6m,meks,Marauder II,MAD-6M,Marauder II,Marauder II MAD-6M.mtf,meks/3085u/Phoenix/Marauder II MAD-6M.mtf,100,Assault,,,Inner Sphere,Standard,3078,Jihad,Skirmisher
meks-meks-turning-points-tp-irian-marauder-ii-mad-6s,meks,Marauder II,MAD-6S,Marauder II,Marauder II MAD-6S.mtf,meks/Turning Points/TP Irian/Marauder II MAD-6S.mtf,100,Assault,,,Inner Sphere,Standard,3133,Dark Age,Juggernaut
meks-meks-rec-guides-ilclan-vol-5-marauder-ii-mad-8k,meks,Marauder II,MAD-8K,Marauder II,Marauder II MAD-8K.mtf,meks/Rec Guides ilClan/Vol 5/Marauder II MAD-8K.mtf,100,Assault,,,Inner Sphere,Advanced,3138,Dark Age,Sniper
meks-meks-rec-guides-ilclan-vol-6-marauder-iic-10,meks,Marauder IIC,10,Marauder IIC,Marauder IIC 10.mtf,meks/Rec Guides ilClan/Vol 6/Marauder IIC 10.mtf,85,Assault,,,Clan,Standard,3140,Dark Age,Skirmisher
meks-meks-3085u-phoenix-marauder-iic-2,meks,Marauder IIC,2,Marauder IIC,Marauder IIC 2.mtf,meks/3085u/Phoenix/Marauder IIC 2.mtf,85,Assault,,,Clan,Standard,3063,Civil War,Skirmisher
meks-meks-3085u-phoenix-marauder-iic-3,meks,Marauder IIC,3,Marauder IIC,Marauder IIC 3.mtf,meks/3085u/Phoenix/Marauder IIC 3.mtf,85,Assault,,,Clan,Standard,3064,Civil War,Brawler
meks-meks-3085u-phoenix-marauder-iic-4,meks,Marauder IIC,4,Marauder IIC,Marauder IIC 4.mtf,meks/3085u/Phoenix/Marauder IIC 4.mtf,85,Assault,,,Clan,Standard,3070,Jihad,Sniper
meks-meks-3085u-phoenix-marauder-iic-5,meks,Marauder IIC,5,Marauder IIC,Marauder IIC 5.mtf,meks/3085u/Phoenix/Marauder IIC 5.mtf,85,Assault,,,Clan,Standard,3070,Jihad,Sniper
meks-meks-3085u-phoenix-marauder-iic-6,meks,Marauder IIC,6,Marauder IIC,Marauder IIC 6.mtf,meks/3085u/Phoenix/Marauder IIC 6.mtf,85,Assault,,,Clan,Standard,3077,Jihad,Skirmisher
meks-meks-3085u-phoenix-marauder-iic-7,meks,Marauder IIC,7,Marauder IIC,Marauder IIC 7.mtf,meks/3085u/Phoenix/Marauder IIC 7.mtf,85,Assault,,,Clan,Standard,3081,Republic,Juggernaut
meks-meks-rec-guides-ilclan-vol-6-marauder-iic-8,meks,Marauder IIC,8,Marauder IIC,Marauder IIC 8.mtf,meks/Rec Guides ilClan/Vol 6/Marauder IIC 8.mtf,85,Assault,,,Clan,Standard,3025,Succession Wars,Brawler
meks-meks-rec-guides-ilclan-vol-6-marauder-iic-9,meks,Marauder IIC,9,Marauder IIC,Marauder IIC 9.mtf,meks/Rec Guides ilClan/Vol 6/Marauder IIC 9.mtf,85,Assault,,,Clan,Standard,2831,Succession Wars,Sniper
meks-meks-rec-guides-ilclan-vol-6-marauder-iic,meks,Marauder IIC,IIC,Marauder IIC,Marauder IIC.mtf,meks/Rec Guides ilClan/Vol 6/Marauder IIC.mtf,85,Assault,,,Clan,Standard,2828,Succession Wars,Brawler
meks-meks-rec-guides-ilclan-vol-6-marauder-mad-11d,meks,Marauder,MAD-11D,Marauder,Marauder MAD-11D.mtf,meks/Rec Guides ilClan/Vol 6/Marauder MAD-11D.mtf,75,Heavy,,,Mixed,Experimental,3140,Dark Age,Sniper
meks-meks-3075-marauder-mad-1r,meks,Marauder,MAD-1R,Marauder,Marauder MAD-1R.mtf,meks/3075/Marauder MAD-1R.mtf,75,Heavy,,,Inner Sphere,Standard,2612,Star League,Sniper
meks-meks-3075-marauder-mad-2r,meks,Marauder,MAD-2R,Marauder,Marauder MAD-2R.mtf,meks/3075/Marauder MAD-2R.mtf,75,Heavy,,,Inner Sphere,Standard,2760,Star League,Sniper
meks-meks-rec-guides-ilclan-vol-6-marauder-mad-2t,meks,Marauder,MAD-2T,Marauder,Marauder MAD-2T.mtf,meks/Rec Guides ilClan/Vol 6/Marauder MAD-2T.mtf,75,Heavy,,,Inner Sphere,Standard,3092,Republic,Sniper
meks-meks-3039u-marauder-mad-3d,meks,Marauder,MAD-3D,Marauder,Marauder MAD-3D.mtf,meks/3039u/Marauder MAD-3D.mtf,75,Heavy,,,Inner Sphere,Introductory,2834,Succession Wars,Brawler
meks-meks-force-manuals-davion-marauder-mad-3d-sanchez,meks,Marauder,MAD-3D (Sanchez),Marauder,Marauder MAD-3D (Sanchez).mtf,meks/Force Manuals/Davion/Marauder MAD-3D (Sanchez).mtf,75,Heavy,,,Inner Sphere,Standard,3048,Succession Wars,Sniper
meks-meks-gothic-marauder-mad-3h,meks,Marauder,MAD-3H,Marauder,Marauder MAD-3H.mtf,meks/Gothic/Marauder MAD-3H.mtf,75,Heavy,,,Inner Sphere,Unofficial,3150,Dark Age,Sniper
meks-meks-3039u-marauder-mad-3l,meks,Marauder,MAD-3L,Marauder,Marauder MAD-3L.mtf,meks/3039u/Marauder MAD-3L.mtf,75,Heavy,,,Inner Sphere,Introductory,2905,Succession Wars,Brawler
meks-meks-3039u-marauder-mad-3m,meks,Marauder,MAD-3M,Marauder,Marauder MAD-3M.mtf,meks/3039u/Marauder MAD-3M.mtf,75,Heavy,,,Inner Sphere,Introductory,2873,Succession Wars,Brawler
meks-meks-3039u-marauder-mad-3r,meks,Marauder,MAD-3R,Marauder,Marauder MAD-3R.mtf,meks/3039u/Marauder MAD-3R.mtf,75,Heavy,,,Inner Sphere,Introductory,2819,Succession Wars,Sniper
meks-meks-xtrs-succession-wars-marauder-mad-4x,meks,Marauder,MAD-4X,Marauder,Marauder MAD-4X.mtf,meks/XTRs/Succession Wars/Marauder MAD-4X.mtf,75,Heavy,,,Inner Sphere,Experimental,3039,Succession Wars,Brawler
meks-meks-tukayyid-marauder-mad-5cs,meks,Marauder,MAD-5CS,Marauder,Marauder MAD-5CS.mtf,meks/Tukayyid/Marauder MAD-5CS.mtf,75,Heavy,,,Inner Sphere,Standard,3052,Clan Invasion,Sniper
meks-meks-rec-guides-ilclan-vol-6-marauder-mad-5d,meks,Marauder,MAD-5D,Marauder,Marauder MAD-5D.mtf,meks/Rec Guides ilClan/Vol 6/Marauder MAD-5D.mtf,75,Heavy,,,Inner Sphere,Standard,3047,Succession Wars,Skirmisher
meks-meks-rec-guides-ilclan-vol-6-marauder-mad-5d-dc,meks,Marauder,MAD-5D-DC,Marauder,Marauder MAD-5D-DC.mtf,meks/Rec Guides ilClan/Vol 6/Marauder MAD-5D-DC.mtf,75,Heavy,,,Inner Sphere,Advanced,3055,Clan Invasion,Brawler
meks-meks-3085u-phoenix-marauder-mad-5l,meks,Marauder,MAD-5L,Marauder,Marauder MAD-5L.mtf,meks/3085u/Phoenix/Marauder MAD-5L.mtf,75,Heavy,,,Inner Sphere,Standard,3067,Civil War,Sniper
